id,tweet,sentimen,pos_words,neg_words
7024,aneh abang saya tidak-biasa baik oh ya sekarang dia kan ulang tahun yowes selamat ultah ya itoku,,,
7025,siapapun yang ultah harus aku yang dikasih kado saking pinternya begitu ya! siapa yang ultah siapa yang dikasih pintar,,,
7026,i'm at pondok bakso rahmat (jakarta timur dki jakarta),,,
7027,iya saja deh dari pada ngosek :p tapi mesti kangend mba ah senang kali lulus dari supm mah :d bebas wkwkw,,,
7028,iyalah memang ya haha saya tidak-tahu cepat bagaimana kemarin kan uts liesaservi: lah cepat amat semesteran,,,
7029,enak,,,
7030,pas maliq dongs :d prj saja nyok,,,
7031,i'm at puri indah mal w/,,,
7032,kelakuan jir lagi cuci2 baju di pasangin petasan memang bocah2 setan (with panji lutfi aldi at algay house) —,,,
7033,ya alah serius ini bang :'( tidak-ko dhit cuma angkuh saja sedikit :d adhit gasombongkan ya :'),,,
7034,dan semakin terasa padat merapat (at tol gate- cililitan 2) —,,,
7035,hahahaha pasti dongs sayang met up dulu sebelum kamu menghilang dari hidupku�,,,
7036,hahaha untung saya tidak-nyantumin sapa sapa haha baru ta dep coba tanya wkwk masi,,,
7037,nanti kalau jadi kesini anterin saya beli makan yuk saya lapar sangat belum makan saya tidak-kuat bawa mtr,,,
7038,serius ahahahahah sarjana electone sering dipakai di sunatan nikahan dan hajatan yang lain,,,
7039,aku sampai pas maghrib ahjuma^ ahjuma jangan lupa selasa besok ya ;),,,
7040,i'm at sma budi mulia (jakarta pusat dki jakarta),,,
7041,letih perih terkoyak sudah cintaku untuk bersamamu jangan kamu tengok biarkan ku pergi~,,,
7042,js w/ bagus ajibong nd ka fitri :d,,,
7043,iya u u sabar ya atykuh : tidak-ah capai nunguin terus conistia: haha abs biasanya kamu nunguin (cont),,,
7044,☀☂ ramai cyin -_-,,,
7045,si mboy dia lagi jatuh cinta sma si itu ini si tolong cin lagi mboy,,,
7046,lau kmne saja sob sombong amat kaya cabecabean wkaka,,,
7047,abis dapat siraman rohani jadi basah deh ;),,,
7048,wah akhirnya terwujud ambil hukum :) selamat ya say :,,,
7049,lagi senang begitu :d acieh gombel sekali haha�,,,
7050,kalau saya jadi cewenya saya dorong tuh cowonya ke kali saya kabur deh haha jahat dideket kali cengkareng ada cowok lagi nyeke,,,
7051,cuma orang tua kamu saja dong ya yang mengerti kamu : kan mrka gatau gue: ) tapi kan banyakan yang bilang jahat,,,
7052,parah ini mah kcewa ah gadag nanti ge baikan lagi hehe adis juga lagi,,,
7053,kan salah jalan lagi auo,,,
7054,iyah onyanyaion :d hahaha baik han :) iya nanti infoin ke aku saja lagi iya :),,,
7055,tapi kelaparan sekarang kekenyangan,,,
7056,satu diantara cinta sejati yang nyata adalah cinta yang diberikan oleh orang tua kita kepada anaknya,,,
7057,lagu indo toh enak juga ^ ♫ you are my everything by glen fredly (at arena pekan raya jakarta (prj) —,,,
7058,subhanalah adem sangat rasanya dengar suara itu,,,
7059,iye bawel benar ya belin saya ya,,,
7060,manis bor #untukwanita lebih pilih cowok ganteng / cowok manis,,,
7061,bro aku tidak-kuat melakukanya aku tidak-kuat,,,
7062,semangat hari ini hong kong tanggal merah loh hti2 :p sudah ya ngantor dulu wkwk (�✣�)�`),,,
7063,siapa yang tidak-peka ;)rt abaikan ;),,,
7064,tenang ndok si apik kok ana'e ra tahu main cewek wkwkw ora ana apa apa le cah,,,
7065,saya yang tidak-suka ini nih yang saya suka mayes ah kamu rusuh di tungu man nanti malam,,,
7066,dunia semakin aneh,,,
7067,kata bunda rekrutmen yang benar yang mana,,,
7068,ketika ucapan itu membawa dampak yang besar di angap sepele dan ingin berbalik tapi sudah tak bisa maka menyesalah,,,
7069,aku sibuk dulu ya : wow umamagafi,,,
7070,ah nomor kantor nya sudah di ganti sama teknisi nya ngeh ek telp kantor salah sambung asu wkwkwk,,,
7071,pacaran itu seperti cuaca kadang bikin panas kadang bikin adem ada satnya marahan ada satnya baikan :d,,,
7072,heh kan saya nanyanya nomor indah bukan motor hahaha yang scopy kynya ti,,,
7073,wkwkwkwk saya cengo sangat tahu pas dibilang kak sma mbak -_- wkwkwkwk saya ka bagi twiternya dong,,,
7074,:) modar coba minum kopi hitam segelas saja sakit lambung� �,,,
7075,bisa kali ciliwung amin semoga berhasil bisa bisa bisa semoga bisa bismilah,,,
7076,anak kembar itu rata-rata cakap ya,,,
7077,tapi drogba datang pas cfc lawan benfic ! dia pakai baju nomor katanya menghormati rekor baru lampard,,,
7078,lembur di tangal merah itu rasanya ! pt marketama indah,,,
7079,lah pacarnya kalau bicara serius ge tidak-ngerti ckck kamu nanyanya serius makanya pele kaga ah nanti jawabnya,,,
7080,maf ya bunda jne nya sudah tutup~ korban banjir kelaparan nih bisa dikirim kesini tidak,,,
7081,lalulintas di pondok indah mal terpantau ramai lancar kedua arah,,,
7082,itu yang tadi kaya ka reza yang di coboy jr,,,
7083,tu lh hidup penuh realita,,,
7084,lebih enak skype kakao talk ah;') yaudah becandanya lewat telepon bersama eh btw kangen d,,,
7085,mampos ngadu saya si yang puitis orang bijak lewat hahah ayo bles mention saya rien,,,
7086,kaya film dong yart yaudah jam saja~ ameliahp menit mah kurang buat merasakan momen seru s,,,
7087,hahaha jaman jahat sangat masa saya diunfol,,,
7088,geus kalem tidak-usah ribut wae :drt jeh ka hehe lidianasyahrul: cie sangat yang ngegolin d,,,
7089,haha bunga bunga bingung kok malah dewasan saya ya yang jadi orang tua siapa dan yang jadi anak siapa haduh - -,,,
7090,teramat banyak pecundang di negeri ini (- - )凸,,,
7091,belum tahu masih panjang juga nanti agustus ada bimbingan dan ospek :d ospek mu berapa kali cong tidak-searching diweb tah,,,
7092,kamu apan apan si cantik apan hahaha aldhea_azhary: mele mele mele lurt dikomen mele saya idup-_-,,,
7093,bisa cacat tuh heheh,,,
7094,tapi tenang abis ini ada superlove yang menemani kamu terus! so stay tune only on,,,
7095,sehari di rumah tuh kaya mimpi :(,,,
7096,⇨ mention ke teman kamu yang takut jelek di foto #j |,,,
7097,hih bau acem lah tutup kuping kita ah :d tidak-jadi mandi deh :p hahaha ciye ciye mandi nya jam ni ye,,,
7098,sok sibuk seperti orang benar saja saya tidak-bisa jemput ada urusan formalitas,,,
7099,basah kuyup,,,
7100,semua jiwa yang erat yang bersatu dalam fenomena ini tuk ciptakan kedamaian dan sebuah arti persahabatan :-),,,
7101,mohon maf ya semuanya :-) kesalahan salahan yang pernah ku perbuat :-),,,
7102,haha ! ah masa telur puyuh ibarat cabe rawit biar kecil (cont),,,
7103,hfa cepat mupon 24! hapy failed aniversary 8month cekian </3,,,
7104,wow tiket sg zo gratis lucky you,,,
7105,wahaha sabar sekali diriku ini:) kamu fix man yah sabar ya o:),,,
7106,hahaha haha diangep serius _-_ itu si ngompor n kamanda tidak-suka  yah kalau aku sama kj,,,
7107,aku sudah bilang bro di salatiga juga ada r may na walau sepi pengunjung sering kasi diskon juga,,,
7108,Err:509,,,
7109,galau disat jam segini belum bisa tidur dan pada akhirnya menulis twet untuk berharap bisa tidur dan mimpi indah,,,
7110,haha pada kangen kamu yak (�✣�) saya mah sekarang pulang cepat terus tidak-pernah main lagi dipingit soalnya haha,,,
7111,bayangin saya nungu di ruang tamu sudah jam lebih tanpa hiburan elunya malah ngespik saja dih najis !,,,
7112,senang yi alhamdulilah indah bisa nyenengin orang walaupun sendirinya lagi galau -_- :p wkwkwk baco,,,
7113,tadinya aku tidak-percaya cinta tapi setelah bertemu dengan mu aku tahu setiap orang bisa memberikan segalanya demi orang yang dicintainya,,,
7114,j-lo masih alay ★ anaconda —,,,
7115,ahelah jahat sekali dah!,,,
7116,dulu kamu tidak-ingin melihat aku sedih tapi kenapa sekarang kamu membiarkan aku menitikan airmata,,,
7117,yeh cowok sendiri juga haha belek bau ketek! huek :p,,,
7118,oke deh mungkin besok yah aku paketinya,,,
7119,elu sangat asli jomblo sekali iya! kalau jam segini sudah prepare mau tidur kelihatan cupu sangat tidak-sih ya ck �,,,
7120,kata2 kamu on yalah tidak-peka amet si jadi orang ckck,,,
7121,yuhu~ cikiciw gabut� (with at pondok indah mal 1) [pic] —,,,
7122,woy sombong kamu sekarangxd,,,
7123,pada sibuk sendiri _,,,
7124,hapy birthday tiara semoga sehat selalu sukses dan langeng ya sama alvi hughug,,,
7125,wkwk _ v dwitasaridwita: #scorpio: tidak-jaim dan menghargai setiap keunikan temanya sosok scorpio selalu jadi penenang perasan,,,
7126,tuh da ade ma begitu :( asli ko abang tidak-hobong ade,,,
7127,lah kamu ngapa bikin akun tidak-jelas sini jangan dumay berbicara langsung kalau tidak-suka  kampung tahu tidak-sih cara lu!,,,
7128,wkwk mntaps yang white seh tapi lumayan nampol juga :d,,,
7129,suram! timnas u-14 kalah 2-6 thailand,,,
7130,mau mau sangat ucapin aku selamat pagi dong pagi yuni(�✣�)�`) pag,,,
7131,bayern membuka keungulan di menit umpan roben dari dalam kotak penalti dibelokan ke gawang yang kosong oleh,,,
7132,kecewa,,,
7133,dengerin lagu so ngapain betul rt benar sudah jam,,,
7134,�-sekarang mah nunguin ada yang ngucapin selamat pagi - -,,,
7135,selamat pagi al,,,
7136,punya mimpi itu harus tingi biar ada semangat hidup nya :) #someonesaid,,,
7137,ya � sakit �†t ulu hati qu ☹,,,
7138,biasa ka sibuk wkwkrt siska balas mention lama sekali :/,,,
7139,tidak-hidup andai hati bisa digadai ya tidak-ad namanya sakit hati,,,
7140,miramen ciyusan :drt sepik :-p rtmelyps: tidak-ngambek-_-rt marah sudah,,,
7141,dih kamu payah segitu saja :d,,,
7142,sekolah itu banyak cerita banyak rasa folow deh -> pas twetnya buat pelajar kalau mau folback promte dulu,,,
7143,dih najis,,,
7144,masalahnya kalau sudah perpisahan takut ada yang tidak-bisa iya nih jangan pas mau perpisahan dong :(,,,
7145,wuih sudah dong :p apa lagi sok haha,,,
7146,yang datang pagi jangan lupa tutup tuh lapanganrt semangat ya cowo2 strong yang lagi pada,,,
7147,jauh ia si ibu nah orang sulawesi sama maluku berjabat tanagan done bu thank u,,,
7148,benar ath kacih :p ah anu benar :d kata orang tua lebih enak jaman presiden soeharto,,,
7149,owh si rere kenal ama si fay toh dunia sempit yak haha mau2nya kamu kenal ama ni orang >,,,
7150,fakta #aquarius : senjata ampuh mereka adalah karisma humor & kemampuan untuk menjalani semua aktifitas,,,
7151,bersiap pagi ini pergi ke cibinong bareng anak2 tk mama sayang mamanya tidak-ikut cepat sehat yah mom (�„​�(�✣� )„​„​,,,
7152,not bad sudah cukup ditemani sama cahaya lilin ea #remajaindonesia bagaimana dengan malam mingumu,,,
7153,sudahlah biar adil saya meragukan kewarasan kalian semua :) ;),,,
7154,kemudian hujan meteor! #kiamatkubro penaikan harga bm bisa dimafkan jika tidak-ada korupsi,,,
7155,hapy brithday ya lay jangan sombong jadi orang lay:p,,,
7156,baik baik nanti di end saja sudah :d jan pacaran atuh kalau bikin puyeng saja mah ahahaha,,,
7157,hujanya enak nih buat tidur lagi hoam tarikselimut,,,
7158,aku cuma manusia yang juga punya batas merasakan kesakitan ini terimakasih~,,,
7159,ah maul ah ngaco! sayang kamu :,,,
7160,mie organik woy enak kali,,,
7161,iya deh gampang :d,,,
7162,setan donk wkwk,,,
7163,iya mih bawain cowok jogja ya mih : rt benar tapi kamu kerjanya yang benar yah! mesti dapat,,,
7164,iam not mblo iam is mantul wkaka sabar anying �(� �),,,
7165,dingin :& :& :&,,,
7166,tidak-ada yang sulit kalau belum mencoba saya akan perjuangin kalian !,,,
7167,boleh tapi saya tidak-singih pandita kalau sulingih pas ke luar bali apa busana boleh diganti dengan busana nasional,,,
7168,i'm at puri indah mal (jakarta barat dki jakarta) w/ others,,,
7169,punya muka jerawatan tu sangat2 menyiksa gr,,,
7170,jan pakai perasan perasan waktu itu baru masuk di pesat jadi anak baru ko sekarang sudah mau kelas xi saja ya,,,
7171,cakap kok tapi banyakan keren ada pelatihnya juga kayaknyrt cakep2 ya lin bersih :'),,,
7172,selamat makan ! (with laili at han gang korean fod art restaurant &gril) [pic] —,,,
7173,i'm at graha mandiri (jakarta pusat dki jakarta),,,
7174,ada kalau tidak-salah tapi w lupa hehe nanti ya w tanya dulu kamu sudah mau nyari2 ya hehe,,,
7175,latian piano! semangat uas (at purwacaraka music & studio cab cempaka putih) —,,,
7176,tolong permen karet bekas fergie dalam pertandingan terakhir manchester united laku terjual di ebay seharga rp miliar,,,
7177,asik deh sudah gede :p sudah jujur udahpernahciuman #k,,,
7178,dear pak widodo tersayang pak besok soalny tidak-usah pakai aplikasi himpunan ya pa:) saya lelah- - yang gampang aja:3 trims~ wkwk,,,
7179,kayaknya dulu waktu sd lari-lari sejauh mungkin tidak-cepat lemas gini kaki kok sekarang baru lari sebentar saja sudah lemas-_-,,,
7180,bukan kampret -_- sekali saja kaga bikin saya kesal (�~� ) oh kamu bolot :p ichamo: dari pade gaya'y bolot :),,,
7181,pagi! selamat kerja di hari sabtu damn!,,,
7182,biar ujan tapi semangat menikmati #mandirikarnaval… (at mandiri karnaval pelataran sency) [pic] —,,,
7183,lebih baik telat lay daripada enga samasekali-_- haha sudah telat sudah pada mulai yaudah ikut,,,
7184,pusing sudah k mana saja pasti ad nih orang,,,
7185,masih bertahan semoga hadiahnya menghampiri saya walau tidak-ikut ke malang :d #jcquiz #sampailanjutusia #minimalpowerbank :p,,,
7186,oke jangan mendorong kentut terlalu cepat agar ia tidak-keluar bersama benda padat atau cair lainya sebentar saja ya,,,
7187,cewek itu kalau sudah sayang sama orang pasti sayang banget!,,,
7188,baik gagal lagi nonton tv malam ini kontibusi kontribusi kontribusi taek,,,
7189,the best game ever � padahal kerjanya cuma mandin buaya biar senang hahaha � grand galaxi city,,,
7190,tidak-ampe jual rumah beb lagi temu saja yang murah eah berapah itu nae harganya,,,
7191,sama kamu juga jan sedih :p emotnya jan sedih dong : ) hehehe:'3 bisa terus kok,,,
7192,wkwkwk tapi kaka yang sabar yah,,,
7193,sudah lama tidak-dengerin lagu ini ♫ listen to your heart by roxete (at adhent place) —,,,
7194,selamat siang! buat kamu yang lagi aku kangenin :),,,
7195,iya sama sayang:'( bt sangat yank sms gx ngirim -_- elanf: sayang herlinous :-(,,,
7196,iya ya alah salah apa aku ya alah jadi berasa beda ya alah iya dia sesuatu rt julfazri:,,,
7197,dibajak parah makan bit hehe :) aku lapar nic tidak-ada yang mengingatkan makan u u :(,,,
7198,memang sih ya kalau nyebrangnya serong susah di baca arahnya,,,
7199,orang yang benar-benar sayang itu dia tidak-bakal ningalin kamu dalam keadan apapun! susah/seneng pasti selalu bareng2 :),,,
7200,jumat semangat (�o�)ง,,,
7201,bayar berapa sih ni gopek cukup tidak,,,
7202,maksud adekmu apa beb kiting kamu apain adik aku ampe dia bilang gini: kalau jadi adeknya ka dhelis pasti enak,,,
7203,aslik ngehe cemceman nye arya wiguna gurih benar fak! ngiahahaha,,,
7204,sakit yang menyiksa tubuh:'),,,
7205,opening ramai nya (with rimanda at jakarta fair kemayoran prj) —,,,
7206,tuhkan! jorok sekali sih! sekarang sudah mandi belum,,,
7207,tahu sudah kaya bininya si encek saja kalau ambil apa pasti suruh tidak-mau usaha (� �,,,
7208,tenang tenang mau apa ra haha mau yang simple apa mau yang rempong :p,,,
7209,sungyu ! nyahahah xd nono kok cakep2 bodoh sih :(,,,
7210,cangkul ! cangkeul cangkeul cangkeul yang dalam ~syalala :p cangkeul ca -_- nah ide bagus,,,
7211,asli san hahah berbicara sama tembok sel hahaha pacar ujun,,,
7212,memang tidak-seru _ anak ini ya belum lama klr rs sudah sibuk saja jangan kecapekan dulu kali haha nimbrung tidak-ya dimana dulu renangnya,,,
7213,saya selalu sayang sama kamu walaupun kamu sudah tidak-suka lagi sama saya,,,
7214,ini lucu deh,,,
7215,nisfu sya'banan berjama'ah di masjid/musholah dengan niat semoga diberi umur panjang diberi rizki yang banyak… —,,,
7216,ikatan dinas atmi cikarang lulus dari sana bisa disekolahin di jerman buat ambil s1 mantap !,,,
7217,yang mana semua editanya bagus exo fans jago benar ngeditnya,,,
7218,jauh amat dari amat macet ya jam dari mangarai _,,,
7219,salah baca ya orang tanya nya mau nya apa bukan mau nya sama siapa :p haha tidak-lulus tk,,,
7220,lega hati so dengar orangtua pe suara,,,
7221,modol time (‾-�‾) uh lega,,,
7222,sudah enga ye iya kata aji kan dia kaya naruto rambutnya wkwk :d maksud kamu ka yunil ahahaha,,,
7223,haha kamu normal tidak,,,
7224,orang sombong blagu tengil kuburan'y sempit loh hahahaha bukan orang pelit saja yang sempit,,,
7225,wkaka ava saya gelap apa karena lampunya redup atau orangnya terlalu hitam :],,,
7226,ver pending parah nih twiter saja,,,
7227,pernah pernah kehilangan orang yang benar-benar kamu sayang #jujur,,,
7228,i'm at pondok indah mal (jakarta selatan dki jakarta),,,
7229,with projo aristya and others at nusaloka bumi serpong damai [pic] —,,,
7230,hahaha oke fans hahaha :3,,,
7231,ga' enak aku tidak-suka pedas' makan mie ayam d temani cewek smea' itu baru greget hehe,,,
7232,selamat st alhamdulilah selesai satu tingal lagi kaka hari mingu semangat :d,,,
7233,godan terberat ketika nungu hujan adalah ketika mencium bau indomie rebus disekitar kita maknyus,,,
7234,yawlo tidak-ada #questi0nf0ry0u orang yang bikin kamu semangat,,,
7235,kok nama terakhir sama marga kamu salah yang omelin nanti yang bikin nisan nya ya… (at tpu pondok rangon) [pic] —,,,
7236,tebalik ego saya puas anda lemas wk~ iya tepat sekali ( _ ) puas puas jambu ika windiana,,,
7237,dulu dya teman baik sekarang teman yang menyebalkan hanya baik jika ada maunya kalau sudah tidak-butuh dibuang saja mirip sampah!nasip-nasip,,,
7238,njir malas sangat saya yang masih alay pun sudah punya twiter kali lin _ aulinfbrs: njir anak facebook sudah pada pindah ketwiter semua-_-,,,
7239,habis manis sepah dibuang ngomongnya manis ujung-ujungnya cuma drama saja,,,
7240,mati lampu-_-panas-_-ka itha lama -_-,,,
7241,teringat masa kecilku kamu peluk & kamu manja ayah dengarlah betapa… ♫ yang terbaik bagimu by ada band —,,,
7242,papah mamah bangun dong anakmu lagi kelaparan nih -_- :-d,,,
7243,kalau eyang subur bikin kurus fathanah pasti bikin gndut ky sapi tidak-2nya deh eyang subur / ahmad fathanah #j |,,,
7244,mantabz selamat holidey mas,,,
7245,haha yang ketemu saya diam saja merasa bersalah iyalah mikir harusnya mah yak tidak-ngotak sangat idiot,,,
7246,dari kemarin ke tidurnya enak begini dari jam tiduiur terus jadi mata tidak-merah deh,,,
7247,kenapa hal sakit flu demam makasih ya,,,
